Word//word combination,Sentiment scores,,,,,,,,Average sentiment score,Notes
АТО,2,2,1,-2,,,,1,"0,80",
атом,0,0,0,0,1,0,1,0,"0,25",
атомний,0,1,0,-1,,,,-1,"-0,20",
атошник,2,2,2,2,,,,0,"1,60",
атракціон,0,1,2,1,,,,1,"1,00",
атрибут,0,0,0,0,1,1,1,0,"0,38",
атрибуція,0,0,1,0,,,,0,"0,20",
атрофія,-2,0,0,0,,,,-1,"-0,60",
АТС,0,0,0,1,,,,1,"0,40",
аудит,1,1,0,0,,,,1,"0,60",
аудитор,1,1,0,0,,,,1,"0,60",
аудиторія,2,1,0,0,1,2,1,1,"1,00",
аудиторський,1,0,0,0,,,,0,"0,20",
Ауді,2,1,1,2,,,,0,"1,20",марка автомобіля 
аудіогід,0,0,1,0,,,,0,"0,20",
аудіозапис,2,1,0,2,,,,1,"1,20",
аудіокнига,2,1,1,1,,,,1,"1,20",
аудіосистема,1,1,1,1,,,,1,"1,00",
аудіювання,0,0,0,-1,,,,0,"-0,20",
аукціон,0,2,1,1,1,0,0,2,"0,88",
аукціоніст,0,0,1,0,,,,1,"0,40",
аукціонний,2,2,1,0,,,,1,"1,20",
АУП,2,2,2,0,,,,1,"1,40",
аут,0,1,0,0,,,,0,"0,20",
аутентичний,0,0,1,1,,,,1,"0,60",
аутичний,-2,2,0,-1,,,,-2,"-0,60",
аутоімунний,0,0,0,0,,,,1,"0,20",
аутсорсинг,0,-1,0,0,,,,0,"-0,20",
аутфіт,2,2,2,0,,,,0,"1,20",
Афганістан,0,-1,0,-2,,,,-1,"-0,80",
афганістанець,0,-2,-1,-1,0,0,0,1,"-0,38",власна вставка
афганістанський,0,-2,-1,0,0,0,0,-1,"-0,50",власна вставка
афганці,0,-1,-1,-1,0,0,0,1,"-0,25",власна вставка
афект,-1,-1,-1,0,,,,-2,"-1,00",
афективний,-1,0,-1,0,,,,-2,"-0,80",
афера,-2,-2,-2,-1,,,,-2,"-1,80",
аферист,-2,-2,-2,-2,,,,-2,"-2,00",
Афіни,0,1,0,1,,,,1,"0,60",
афіша,0,1,0,0,,,,1,"0,40",
афішувати ,0,1,0,0,,,,1,"0,40",
афоризм,1,1,0,0,,,,0,"0,40",
Африка,0,0,1,0,1,0,1,-2,"0,13",
африканець,0,-1,0,0,0,0,0,0,"-0,13",власна вставка
африканський,0,1,0,0,,,,1,"0,40",
африканці,0,1,0,1,,,,1,"0,60",
афрокучері,2,0,0,1,,,,1,"0,80",
ацетон,-1,-2,-1,-1,,,,-2,"-1,40",
Ашгабат,0,0,0,0,0,0,0,1,"0,13",власна вставка
баба,0,-1,-2,0,0,0,2,2,"0,13",
бабак,1,0,0,0,,,,2,"0,60",
Бабин Яр,-2,-1,0,0,,,,-1,"-0,80",
бабка,-1,2,2,1,,,,1,"1,00",
бабник,-2,-2,2,0,,,,-2,"-0,80",
бабуся,2,2,1,2,2,2,2,1,"1,75",
бавовна,1,0,2,1,1,1,1,1,"1,00",
багаж,-1,0,1,0,,,,1,"0,20",
багажник,0,0,2,2,1,1,1,0,"0,88",
Багамські Острови,0,1,2,1,1,0,0,2,"0,88",власна вставка
багатий,0,1,2,1,1,2,2,2,"1,38",
багатій,1,0,2,1,1,2,0,-1,"0,75",
багато,2,2,1,1,2,1,2,2,"1,63","припускаю, що оцінювався числ.; 2 значення: присл. та числ."
багатогранний,1,1,1,1,,,,2,"1,20",
багатоденний,0,0,0,0,,,,1,"0,20",
багатодітний,2,1,-2,1,,,,1,"0,60",
багатоженство,0,-2,-2,0,,,,-1,"-1,00",
багатокомпонентність,0,1,1,1,,,,1,"0,80",
багатокутник,2,1,-1,1,,,,0,"0,60",
багатомільйонний,1,1,1,1,,,,1,"1,00",
багаторазовий,2,0,1,1,,,,2,"1,20",
багаторічний,2,1,2,1,,,,1,"1,40",
багатосерійний,1,2,2,1,,,,0,"1,20",
багатоцентнерний,1,0,0,0,,,,0,"0,20",
багаточасовий,1,0,1,0,,,,0,"0,40",
багатство,2,2,2,1,,,,2,"1,80",
багаття,0,0,2,2,1,1,0,-1,"0,63",
багатший,0,1,0,0,,,,0,"0,20",
Багдад,0,1,0,0,0,0,0,1,"0,25",власна вставка
багет,2,2,2,0,,,,0,"1,20",
багнет,-1,-2,-1,-1,,,,-1,"-1,20",
багно,0,0,1,-2,,,,-2,"-0,60",
багнюка,-1,-2,-1,-2,,,,-2,"-1,60",
бадилля,0,1,0,-2,,,,-1,"-0,40",
бадьорість,1,1,2,2,,,,2,"1,60",
бадьоро,2,1,2,1,,,,2,"1,60",
бажаний,2,1,0,1,2,2,2,1,"1,38",
бажання,2,2,1,2,1,1,2,1,"1,50",
бажано,1,1,1,0,,,,1,"0,80",присудкове слово
бажати,1,1,1,1,2,2,1,2,"1,38",
бажаючий,2,1,0,1,,,,1,"1,00",
база,2,0,2,1,,,,1,"1,20",
базар,-2,-2,1,1,,,,1,"-0,20",
базовий,1,0,2,2,-1,0,1,0,"0,63",
базуватися,0,0,0,0,0,-1,0,2,"0,13",
байдарка,2,1,0,1,,,,0,"0,80",
байдуже,0,-1,-2,0,,,,-2,"-1,00",
байдужий,-1,-1,0,0,1,2,-1,-2,"-0,25",
байкар,2,2,1,0,,,,0,"1,00",
байрак,2,1,0,0,,,,0,"0,60",
байстрюк,-2,-1,1,-1,,,,-1,"-0,80",
байстрючок,-1,-1,1,-1,,,,-1,"-0,60",зменш.-пестл. до байстрюк
бакалавр,0,0,1,1,,,,0,"0,40",
бактерія,-1,-2,-2,0,-2,-2,-2,1,"-1,25",
Баку,0,1,1,1,0,0,0,2,"0,63",власна вставка
бал,2,2,2,1,,,,2,"1,80",3 значення
балаган,-1,-1,-1,-1,,,,-2,"-1,20",
балада,2,2,2,1,,,,0,"1,40",
балакати,2,-1,2,1,,,,1,"1,00",
балакучий,0,1,-2,0,,,,-1,"-0,40",
баламут,-1,-2,0,-1,,,,-1,"-1,00",
баланс,1,2,0,2,0,1,2,2,"1,25",
балансування,1,1,1,0,,,,1,"0,80",
балансувати,1,0,1,2,1,1,1,2,"1,13",
баласт,0,0,-1,-1,,,,-1,"-0,60",
балачка,-1,-1,0,-1,2,0,-1,-2,"-0,50",
балет,2,1,0,1,,,,1,"1,00",
балка,0,1,0,0,,,,1,"0,40",
балкон,0,0,0,1,,,,0,"0,20",
балон,0,2,0,1,,,,1,"0,80",
балувати,0,-1,2,1,,,,-1,"0,20",
бальзам,0,2,0,1,,,,1,"0,80",
бальник,1,0,0,1,,,,0,"0,40",
бамбуковий,1,1,1,0,,,,1,"0,80",
банальний,0,-2,0,-1,0,0,0,-1,"-0,50",
банально,0,-1,-1,1,,,,-1,"-0,40",
банан,2,2,2,1,,,,0,"1,40",
Бангі,0,1,0,0,0,0,0,1,"0,25",власна вставка
Бангкок,0,2,1,0,0,0,0,1,"0,50",власна вставка
Бангладеш,0,0,0,0,0,0,0,2,"0,25",власна вставка
бандаж,0,2,1,1,,,,0,"0,80",
бандероль,2,1,2,1,,,,0,"1,20",
бандит,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",
бандитизм,-1,-2,-1,-2,,,,-2,"-1,60",
бандформування,0,0,-1,0,,,,0,"-0,20",
банк,2,0,0,0,1,1,0,-1,"0,38",
банка,2,2,2,1,,,,0,"1,40",
банківський,1,0,1,1,,,,1,"0,80",
банкомат,0,1,0,1,,,,1,"0,60",
банкрот,0,-2,2,-2,,,,-2,"-0,80",
банкрут,0,-2,-1,-2,,,,-2,"-1,40",власна вставка
бант,0,1,2,1,,,,0,"0,80",
баня,0,1,0,0,,,,1,"0,40",
баобаб,0,1,2,0,,,,0,"0,60",
бар,1,1,2,1,2,0,0,-1,"0,75",
бар'єр,-1,1,-1,-1,-1,1,0,-1,"-0,38",
барабан,2,0,2,0,,,,0,"0,80",
бараболя,2,2,2,1,,,,0,"1,40",
баранячий,0,0,2,1,,,,0,"0,60",
Барбадос,0,1,1,0,0,0,0,1,"0,38",власна вставка
барбарис,0,1,2,1,,,,0,"0,80",
барва,1,2,2,2,2,0,1,1,"1,38",
барвистий,2,2,2,1,,,,1,"1,60",
барвінок,2,2,2,1,,,,1,"1,60",
барвник,0,0,1,0,,,,-2,"-0,20",
бариста,1,1,2,1,,,,0,"1,00",
баришня,2,2,2,1,,,,0,"1,40",
бармен,2,1,2,1,,,,0,"1,20",
бароко,1,2,1,-1,,,,1,"0,80",
барон,2,0,2,1,,,,0,"1,00",
бархатистість,1,0,1,1,,,,0,"0,60",
бас,2,2,0,1,,,,0,"1,00",
басейн,2,1,0,2,1,1,1,1,"1,13",
баскетбол,2,2,0,1,,,,1,"1,20",
батальйон,1,1,0,0,,,,1,"0,60",
батарейка,0,0,1,1,,,,0,"0,40",
батарея,1,2,0,1,,,,1,"1,00",
батіг,0,1,-2,-1,,,,-1,"-0,60",
батончик,2,2,2,1,,,,0,"1,40",
батьки,1,2,2,2,1,1,0,1,"1,25",
батьківство,0,1,1,1,,,,2,"1,00",
батьківський,0,1,1,1,,,,1,"0,80",
Батьківщина,1,2,2,2,0,2,2,2,"1,63",
батько,1,2,2,1,1,0,-2,2,"0,88",
Бахмут,0,1,0,0,0,0,0,1,"0,25",власна вставка
Бахрейн,0,0,0,0,0,0,0,2,"0,25",власна вставка
бачення,0,0,0,1,0,2,1,1,"0,63",
бачити,1,1,2,2,2,1,1,2,"1,50",
башта,0,0,2,2,0,1,1,0,"0,75",
баштовий,2,0,0,1,,,,0,"0,60",
баюра,-2,0,-1,0,,,,0,"-0,60",
баян,2,-2,2,1,,,,0,"0,60",
бегемот,2,2,2,0,,,,0,"1,20",
бедро,2,2,2,1,,,,0,"1,40",
безвихідний,-1,0,2,-1,,,,-2,"-0,40",
безвідповідальний,-1,-2,-1,1,2,-2,-2,-2,"-0,88",
безвідповідальність,-1,-2,0,-2,,,,-2,"-1,40",
безвіз,1,2,1,0,,,,2,"1,20",
безглуздий,-1,-1,0,-1,,,,-1,"-0,80",
безглуздо,-2,-2,-1,-1,,,,-1,"-1,40",
безглуздя,-1,-1,-1,-2,,,,-1,"-1,20",
безгоспний,0,0,0,-1,,,,0,"-0,20",
безготівковий,0,0,1,0,,,,1,"0,40",
бездіяльність,-1,-1,-1,-2,,,,-2,"-1,40",
бездоганний,-1,2,2,1,,,,2,"1,20",
бездоганно,2,2,2,1,,,,2,"1,80",не було значення; вказано самостійно
бездротовий,2,2,1,1,,,,1,"1,40",
бездумність,0,1,0,-1,,,,-1,"-0,20",
бездушний,-1,-2,-2,-1,,,,-2,"-1,60",
беззаконний,-1,-2,-1,-2,,,,-2,"-1,60",
беззаконня,-2,-2,0,-2,,,,-2,"-1,60",
беззаперечний,2,1,0,0,,,,1,"0,80",
беззастережно,-1,0,-1,-1,,,,-2,"-1,00",
безіменний,0,-1,0,0,,,,-1,"-0,40",
безініціативний,0,-1,0,-2,,,,-2,"-1,00",
безкарний,-1,-2,-2,-2,-1,-2,-2,-2,"-1,75",власна вставка
безкарність,-1,-2,-2,-2,,,,-2,"-1,80",
безкарно,-1,-2,-2,-2,-1,-2,-2,-2,"-1,75",власна вставка
безкінечний,0,0,1,2,0,2,0,-1,"0,50",
безкорисливий,2,1,-2,0,,,,1,"0,40",
безкорисний,1,1,2,2,,,,-1,"1,00",
безкоштовний,2,2,1,1,2,2,2,2,"1,75",
безкоштовно,1,2,2,1,1,1,2,1,"1,38",
безлад,-1,-1,1,1,2,-2,-2,-2,"-0,50",
безладно,-2,-1,-1,-1,,,,-2,"-1,40",
безліч,1,2,1,1,0,2,0,2,"1,13",
безлюдний ,1,0,-2,0,,,,-1,"-0,40",
безмежний,0,0,1,1,,,,2,"0,80",
безмежність,1,2,2,1,,,,1,"1,40",
безмір,1,0,0,0,,,,1,"0,40",
безнадійний,-2,-1,-1,-2,,,,-2,"-1,60",
безодня,0,-1,-1,-1,,,,-2,"-1,00",
безоплатний,1,1,1,2,,,,2,"1,40",
безоплатно,2,1,1,1,,,,2,"1,40",
безпека,2,1,2,1,1,-1,2,2,"1,25",
безперебійний ,1,1,0,1,,,,1,"0,80",
безперервний,1,0,1,-1,,,,1,"0,40",
безперервність,0,1,-1,0,,,,1,"0,20",
безперечно,1,0,1,1,0,1,1,1,"0,75",
безперешкодний,0,0,1,1,,,,1,"0,60",
безперешкодно,1,0,1,0,,,,1,"0,60",
безпечний,2,2,2,2,1,1,2,2,"1,75",
безпечно,2,2,0,2,2,1,2,2,"1,63",
безпідставний,0,0,0,-1,,,,-1,"-0,40",
безплідний,-1,-1,-1,-2,,,,-2,"-1,40",
безповоротно,-1,1,1,-2,,,,-1,"-0,40",
безпорадність,-2,-1,-1,-2,,,,-2,"-1,60",
безпощадно,1,-1,-1,-1,,,,-2,"-0,80",
безпрецедентний,0,1,0,1,0,0,0,0,"0,25",
безпритульний,-1,-2,-2,-2,,,,-2,"-1,80",
безробітний,-2,-1,-2,-2,,,,-2,"-1,80",
безробіття,-2,-2,-2,-1,-2,-2,-2,-2,"-1,88",
безслідно,0,0,-1,0,,,,-2,"-0,60",
безсмертний,2,1,1,1,,,,1,"1,20",
безсмертя,-2,2,0,2,2,1,2,1,"1,00",
безсоння,-2,-1,-2,-1,,,,-2,"-1,60",
безстрашний,1,2,2,2,,,,2,"1,80",
безсумнівність,1,1,0,1,,,,1,"0,80",
безтурботний,1,0,1,-1,,,,-2,"-0,20",
безтурботність,1,1,2,-1,2,1,0,-1,"0,63",
безумовний,1,1,0,0,,,,0,"0,40",
безумовно,0,1,2,0,,,,0,"0,60",2 значення: присл. та присудкове слово
безуспішно,-1,0,-2,-2,,,,-2,"-1,40",
безхатько ,-2,-2,-2,-1,,,,-2,"-1,80",
безцінний,0,2,1,2,,,,2,"1,40",
безцінь,0,0,0,-1,,,,0,"-0,20",
Бейрут,0,0,0,0,0,0,0,1,"0,13",власна вставка
Белград,0,1,0,0,0,0,0,2,"0,38",власна вставка
Беліз,0,2,0,0,0,0,0,1,"0,38",власна вставка
бельгієць,0,0,0,0,0,0,0,1,"0,13",власна вставка
бельгійський,0,1,2,0,0,0,0,2,"0,63",власна вставка
бельгійці,0,0,0,0,0,0,0,1,"0,13",власна вставка
Бельгія,0,1,0,0,0,0,0,1,"0,25",власна вставка
бензин,0,1,2,2,0,1,0,1,"0,88",
бенкет,1,1,1,2,,,,1,"1,20",
бенкетувати,0,1,2,2,,,,1,"1,20",
бентежити ,-1,-1,0,-1,,,,-1,"-0,80",
Бердичів,0,2,0,0,0,0,0,1,"0,38",власна вставка
Бердянськ,0,2,2,2,1,0,0,1,"1,00",власна вставка
берег,0,2,1,0,2,1,0,1,"0,88",
берегти,2,1,2,2,2,2,2,2,"1,88",
береза,1,0,2,2,0,1,1,1,"1,00",
березень,2,-1,1,2,1,1,1,1,"1,00",
березневий,0,1,1,0,,,,1,"0,60",
Берлін,2,1,2,1,,,,1,"1,40",
берлога,2,1,0,1,,,,0,"0,80",
Берн,-1,2,0,0,0,0,0,1,"0,25",власна вставка
бесіда,0,0,0,2,0,1,1,1,"0,63",
бестселер,2,2,0,1,,,,0,"1,00",
Бетмен,2,2,1,0,,,,0,"1,00",
бетон,2,1,0,0,,,,0,"0,60",
бешкетувати,0,0,-2,-1,,,,-2,"-1,00",
бидло,-2,-2,-2,-2,,,,-2,"-2,00",(!) треба виключити зі списку
бик,0,0,-1,0,,,,-2,"-0,60",
бинт,0,0,2,0,2,1,1,1,"0,88",
битва,-1,-1,-1,-2,,,,-2,"-1,40",
бити,-1,-1,-1,-1,-2,-1,2,-2,"-0,88",
бичок,2,2,2,1,,,,0,"1,40",
бібліографічний,0,0,0,1,,,,0,"0,20",
бібліотека,2,2,2,0,,,,2,"1,60",
Біблія,2,2,2,1,,,,2,"1,80",
бігати,2,-1,2,0,,,,1,"0,80",
бігти,2,2,0,2,0,0,0,1,"0,88",
бігун,1,2,2,1,,,,1,"1,40",
біда,-2,-2,-1,-2,-2,-1,-2,-2,"-1,75",
бідний,-1,-1,-1,-2,,,,-2,"-1,40",
бідність,-2,-2,-2,-1,,,,-2,"-1,80",
бідняк,-2,-2,-2,-1,,,,-2,"-1,80",
бідувати,-1,-2,-2,-1,,,,-2,"-1,60",
біженець ,0,-1,-1,0,,,,-1,"-0,60",
біжутерія,0,0,0,-1,,,,0,"-0,20",
бізнес,2,2,2,1,1,1,1,1,"1,38",
бізнесмен,0,1,1,0,1,1,1,1,"0,75",
бізон,2,2,0,1,,,,0,"1,00",
бій,-2,-1,2,0,0,-1,-1,-2,"-0,63",
бій-реванш,-1,0,0,-1,,,,0,"-0,40",
бійка,0,-2,-2,-2,,,,-2,"-1,60",
бік,0,1,0,0,,,,1,"0,40",
бікіні,2,2,2,1,,,,0,"1,40",
Біла Церква,0,2,0,0,0,0,0,1,"0,38",власна вставка
Білгород-Дністровський,0,0,0,0,0,0,0,2,"0,25",власна вставка
білизна,2,2,2,1,,,,1,"1,60",
білий,1,1,0,2,0,0,1,0,"0,63",
білок,2,1,2,1,,,,1,"1,40",
білорус,2,-1,1,1,,,,1,"0,80",
білоруси,0,1,1,1,0,0,0,1,"0,50",власна вставка
Білорусь,0,1,-1,1,,,,0,"0,20",
білоруський,0,1,1,1,0,0,0,1,"0,50",власна вставка
білосніжний,1,1,0,1,,,,1,"0,80",власна вставка
білочка,2,-2,0,1,,,,1,"0,40",
біль,-2,-1,-2,-2,-2,-1,-1,-2,"-1,63",
більше,2,0,1,0,1,2,0,1,"0,88",
більший,2,1,2,1,,,,1,"1,40",
більшість,0,0,1,0,1,1,2,1,"0,75",
більшовик,-1,2,0,0,,,,0,"0,20",
білявка,2,2,2,0,,,,0,"1,20",
біноколь,2,2,0,1,,,,1,"1,20",
біографічний ,0,1,1,0,,,,1,"0,60",
біографія,2,1,2,1,,,,0,"1,20",
біозахист,2,2,1,1,,,,2,"1,60",
біолог,0,0,1,0,-2,0,2,1,"0,25",
біологічний,1,0,0,0,0,0,1,1,"0,38",
біологія,0,0,1,0,,,,1,"0,40",
біопаливо,1,1,1,0,,,,2,"1,00",
біопсія,-1,0,0,0,,,,-2,"-0,60",
біосферний ,0,0,0,1,,,,2,"0,60",
біохімія,0,1,1,0,,,,-1,"0,20",
бірка,-2,0,0,0,,,,0,"-0,40",
біс,-1,-1,-1,0,,,,-2,"-1,00",
бісексуал,-1,0,2,0,,,,0,"0,20",
бісквіт,2,2,2,1,,,,0,"1,40",
Бішкек,0,0,0,0,0,0,0,1,"0,13",власна вставка
благати,-1,-1,-2,0,-1,0,0,-1,"-0,75",
благо,2,2,0,0,2,1,1,1,"1,13",
благодійний,2,2,1,1,,,,2,"1,60",
благодійник,2,1,0,1,,,,2,"1,20",
благодійність,2,2,2,1,,,,2,"1,80",
благополучний,2,2,2,1,,,,2,"1,80",
благополуччя,2,2,1,1,,,,2,"1,60",
благородний,2,2,2,2,,,,2,"2,00",
благородно,2,2,2,2,,,,2,"2,00",
благоустрій,1,1,0,1,,,,2,"1,00",
блакитний,0,0,1,2,0,-1,2,1,"0,63",
блакить,0,0,2,1,,,,1,"0,80",
ближній,2,2,1,0,,,,1,"1,20",
ближче,2,0,0,2,2,0,1,1,"1,00",
ближчий,0,2,2,1,,,,1,"1,20",
близнюк,2,2,2,0,,,,1,"1,40",
близький,1,2,1,2,1,1,2,1,"1,38",
близькість,1,2,2,1,,,,1,"1,40",
близько,1,2,2,2,1,0,1,2,"1,38",
блиск,1,1,1,1,,,,1,"1,00",
блискавиця,2,2,0,-1,,,,-2,"0,20",
блискавка,2,2,0,-1,,,,-2,"0,20",
блискучий,1,2,2,1,1,0,1,1,"1,13",
блідий,0,-1,0,0,,,,-1,"-0,40",
блог,0,2,1,0,2,0,0,1,"0,75",
блогер,1,0,1,0,0,1,-1,-1,"0,13",
блок,0,0,0,0,,,,-1,"-0,20",
блокбастер,1,1,1,0,,,,0,"0,60",
блокпост,-1,-1,-1,0,0,-1,1,-1,"-0,50",можливе скорочення (БП)
блокувати,-2,0,-1,-1,,,,-2,"-1,20",
блондинка,2,2,2,0,,,,0,"1,20",
блукати,0,0,0,-1,,,,-2,"-0,60",
блюдо,2,2,2,2,,,,0,"1,60",
бляшка,0,1,0,0,,,,0,"0,20",
бобер,2,0,0,1,,,,0,"0,60",
бобовий,2,2,2,1,,,,1,"1,60",
Бог,1,-1,2,1,1,2,2,2,"1,25",
богатир,2,2,2,1,,,,2,"1,80",
богатирський,2,2,2,1,,,,2,"1,80",
богиня,1,2,2,1,,,,1,"1,40",
богослужіння,0,0,0,0,,,,1,"0,20",
Богота,0,1,0,0,0,0,0,0,"0,13",власна вставка
бодибілдинг,2,1,0,0,,,,0,"0,60",
боєприпас,-2,-2,1,0,,,,-2,"-1,00",
боєць,-1,0,2,2,0,1,1,2,"0,88",
божевілля,-2,-2,-2,-1,,,,-2,"-1,80",
божевільний,-1,0,-2,-2,,,,-2,"-1,40",
божевільня,-1,-2,-1,-2,,,,-2,"-1,60",
божественний,2,2,0,0,,,,2,"1,20",
бойовий,-2,1,0,0,-2,0,1,-2,"-0,50",
бойовик,2,2,2,0,,,,-1,"1,00",
бойфренд,2,1,2,0,,,,0,"1,00",
болгари,0,1,1,1,-1,0,0,1,"0,38",власна вставка
болгарин,0,1,1,1,-1,0,0,1,"0,38",власна вставка
Болгарія,0,-1,1,1,1,0,0,1,"0,38",власна вставка
болгарський,2,0,0,0,,,,1,"0,60",
болівієць,0,0,0,0,0,0,0,1,"0,13",власна вставка
болівійський,0,0,0,0,0,0,0,1,"0,13",власна вставка
болівійці,0,0,0,0,0,0,0,1,"0,13",власна вставка
Болівія,0,0,0,0,0,0,0,2,"0,25",власна вставка
болісний,-1,-1,0,-1,,,,-2,"-1,00",
болісно,-1,-1,-1,-1,,,,-2,"-1,20",
боліти,-1,-2,-2,-1,,,,-2,"-1,60",
болото,-1,-2,-1,0,,,,0,"-0,80",
больовий,-2,-1,-1,-1,,,,-2,"-1,40",
болючий,-2,-1,-1,-1,,,,-2,"-1,40",
боляче,1,-2,-2,-2,-2,-2,-1,-2,"-1,50",
бомба,-2,-2,-2,-2,,,,-2,"-2,00",
бомбардувати,-2,-2,-1,-2,,,,-2,"-1,80",
бомбосховище ,-2,-1,-1,-2,,,,-2,"-1,60",
бомбування,0,0,0,-2,,,,-2,"-0,80",
бонус,1,1,2,2,1,0,1,1,"1,13",
борг,-1,-2,-2,-1,-2,-1,-1,-2,"-1,50",
борець,1,1,0,2,1,1,1,1,"1,00",
боржник ,-2,-1,-1,-1,,,,-2,"-1,40",
Бориспіль,0,2,2,2,1,1,1,2,"1,38",власна вставка
борідка,1,-1,1,0,,,,0,"0,20",
борода,1,2,2,0,,,,0,"1,00",
боронити,2,2,2,1,,,,2,"1,80",
боротися,0,2,1,1,1,-1,1,2,"0,88",
боротьба,1,-1,2,1,-1,2,2,2,"1,00",
борошно,0,1,0,0,,,,1,"0,40",
борт,0,1,0,0,,,,0,"0,20",
борщ,2,2,2,0,,,,2,"1,60",
босий,0,1,0,-1,,,,-1,"-0,20",
Боснія і Герцеговина,0,2,1,0,0,0,0,1,"0,50",власна вставка
босоніж,0,1,0,1,,,,0,"0,40",
босоніжки,1,1,1,0,,,,1,"0,80",
ботаніка,0,0,1,1,,,,1,"0,60",
ботанічний,0,2,2,0,,,,1,"1,00",
ботулізм,-1,-2,-1,-1,,,,-2,"-1,40",
боулінг,0,1,1,0,,,,1,"0,60",
боцман,0,1,0,1,,,,0,"0,40",
боязкий,-1,0,-1,-1,,,,-2,"-1,00",
боярин,0,2,0,1,,,,0,"0,60",
боятися,-2,-1,-1,-1,-1,-1,-1,-2,"-1,25",
Бразиліа,0,2,2,0,0,0,0,1,"0,63",власна вставка
бразилієць,0,2,0,0,0,0,0,1,"0,38",власна вставка
Бразилія,0,2,2,0,0,0,0,2,"0,75",власна вставка
бразильський,0,1,1,0,,,,1,"0,60",
бразильці,0,2,0,0,0,0,0,1,"0,38",власна вставка
брак,-2,-1,-1,-1,-1,-1,-2,-2,"-1,38",
браконьєр,-2,-2,-2,-1,,,,-2,"-1,80",
браконьєрський,-2,-2,-2,-1,,,,-2,"-1,80",
бракувати,-2,-1,-1,0,0,0,-1,-2,"-0,88",
брама,0,1,0,0,,,,1,"0,40",
бранець,-2,1,-1,0,,,,-1,"-0,60",
браслет,0,0,1,0,2,1,1,0,"0,63",
брат,2,1,2,1,1,2,1,2,"1,50",
брати,2,2,2,0,-2,0,1,1,"0,75",оцінено як дієслово; 2 значення: дієсл. та ім. у мн.
Братислава,0,1,1,2,0,0,0,1,"0,63",власна вставка
братися,0,0,1,1,,,,1,"0,60",
Бред Пітт,2,2,0,0,,,,1,"1,00",американський актор
